"UANUM","UANAME","Latitude","Longitude","4 Week Rate","4 Week TRP","CPP","CPM"
67051,"Palatka, FL",29.648333299999997,-81.6377778,2250.0,400.0,6.0,8.0
67078,"Palestine, TX",31.761944399999997,-95.6305556,1260.0,520.0,2.8,4.2
67105,"Palm Bay--Melbourne, FL",28.0833333,-80.6083333,23625.0,250.0,90.25,3.0
67134,"Palm Coast--Daytona Beach--Port Orange, FL",30.2275,-85.025,9822.25,1100.0,9.925,6.0
67213,"Palmyra, MO",39.7941667,-91.52305559999999,5716.666666666701,433.3333333333,14.833333333299999,18.1666666667
67223,"Palmyra, NY",43.063888899999995,-77.23361109999999,35908.3333333333,733.3333333333001,51.0,5.833333333300001
67231,"Paloma Creek South--Paloma Creek, TX",33.213145000000004,-96.940289,78975.0,145.8333333333,136.9444444444,2.5005555556
67240,"Pampa, TX",35.53611110000001,-100.9594444,1050.0,333.3333333333,3.3333333332999997,3.6666666667000003
67267,"Pana, IL",39.3888889,-89.08,2150.0,300.0,7.5,20.5
67305,"Panama City Northeast, FL",9.0,-80.0,13364.565217391299,713.0434782609,20.0,6.2173913042999995
67294,"Panama City, FL",30.1586111,-85.66027779999999,9822.25,1100.0,9.925,6.0
67321,"Paola, KS",38.5722222,-94.8788889,2700.0,400.0,7.333333333300001,5.0
67348,"Paoli, IN",38.5561111,-86.4683333,2620.8333333333,800.0,3.3333333332999997,11.0
67375,"Paradise, CA",39.7597222,-121.62083329999999,6363.0,400.0,16.0,4.0
67402,"Paragould, AR",36.0583333,-90.49722220000001,1410.0,840.0,2.0,5.6
67456,"Paris, AR",35.2919444,-93.72972220000001,1600.0,720.0,2.4,3.0
67483,"Paris, IL",39.6111111,-87.6961111,5322.5,540.0,11.3,3.3
67510,"Paris, KY",38.2097222,-84.2530556,750.0,200.0,4.0,9.0
67537,"Paris, TN",36.3019444,-88.3266667,1706.25,300.0,5.5,11.5
67564,"Paris, TX",33.6608333,-95.5552778,1195.0,600.0,2.6,6.4
67618,"Park City, UT",40.646111100000006,-111.49722220000001,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999
67726,"Park Rapids, MN",46.9222222,-95.0583333,1761.25,300.0,6.0,13.0
67645,"Parker, AZ--CA",34.15,-114.28833329999999,6163.6363636364,472.72727272730003,13.5454545455,6.7272727273
67672,"Parkersburg, WV--OH",39.2666667,-81.5616667,2315.0,200.0,12.0,7.0
67753,"Parlier, CA",36.6116667,-119.52611110000001,32460.75,700.0,54.0,7.5
67765,"Parowan, UT",37.8422222,-112.82722220000001,20065.6875,156.25,33.5,2.11125
67780,"Parsons, KS",37.3402778,-95.2608333,895.8,360.0,3.2,6.2
67807,"Pascagoula, MS",30.365555600000004,-88.5561111,54440.5555555556,911.1111111111001,60.7777777778,5.4444444444
67861,"Patterson, CA",37.4716667,-121.1286111,10606.25,500.0,23.5,5.0
67882,"Patton, PA",40.633888899999995,-78.6505556,12340.416666666699,1000.0,13.666666666700001,6.75
67915,"Paulding, OH",41.1380556,-84.5805556,1841.25,700.0,3.0,9.0
67942,"Pauls Valley, OK",34.74,-97.2219444,1460.0,266.6666666667,6.666666666699999,6.333333333300001
68106,"Paw Paw Lake--Hartford, MI",42.2066667,-86.16666670000001,2712.5,350.0,8.0,4.75
